57355,72087
17310,83080
63974,70292
9915,20063
18867,78517
2741,74191
10583,35227
13029,90660
43039,53267
98624,103532
509,102069
74191,75835
30251,33756
50436,53267
7624,9018
35811,41263
16361,68862
47113,91158
9772,33367
2741,58328
5353,30130
20789,32557
73282,85467
10583,52774
47930,78517
78517,100079
47930,68131
42843,55236
18867,33367
52774,102559
31819,70718
33756,68131
70292,78517
10583,35770
19153,81963
31819,79446
10583,36825
9772,78973
7624,74191
66327,73538
63801,96625
9549,46365
81963,90297
15162,70718
53267,62898
19153,47930
7624,15960
11738,28482
6545,63974
52317,85467
68131,90660
13926,85293
41263,51570
33246,70718
49459,63974
10583,15039
52495,99904
7624,36825
47113,47930
9018,70718
7624,31819
1324,20164
16194,55105
33367,72733
7624,54549
3584,58249
47930,52432
10512,63689
58328,92016
10583,33367
3822,74191
36825,66310
50459,60183
101357,103454
29807,55105
54720,89493
68324,70718
42843,94019
36960,81963
33367,63689
34194,42843
18867,75160
7873,62898
10583,67675
19819,33756
9772,34828
20677,52381
7624,61541
47930,78030
15162,51237
66759,81963
32306,47930
7530,58751
20677,47930
7873,97494
17470,61280
12896,90660
29807,67675
7624,88887
78517,91158
50459,60183
47930,82183
9772,16194
33367,90660
53267,86371
15039,46365
7624,15039
18481,74191
53267,75835
47930,83313
16014,71303
12039,98688
28634,50547
36825,61934
61541,88887
47930,74399
47930,91352
9772,34194
32306,53267
8002,15039
86371,91580
85093,87011
7624,85467
37359,53267
9772,78973
7624,67675
33367,75289
71374,97494
74191,81963
9018,75289
18481,46365
33367,78517
414,46365
46192,90660
47113,63689
15162,82183
51237,70560
35419,100079
378,103532
33146,36825
61934,91158
35227,85467
16194,29807
452,9018
7624,72733
18867,53267
51237,53267
9018,79446
10583,35770
42843,97494
50357,72388
18481,74191
30251,87445
16194,34828
12896,101404
9018,88887
35419,101404
46365,82715
30251,49459
78517,96625
50440,83313
66759,98995
74191,92164
47930,93451
82603,85467
33367,62898
8002,72733
68862,70718
66327,90660
78269,85467
50547,90660
33756,101404
47930,54720
18867,51237
33146,94055
30525,55033
47728,72733
7873,53267
63260,90660
17470,91158
35419,37207
80239,81963
8002,33367
47930,87445
47930,81963
58328,70292
12896,68131
26563,90660
32306,51237
68159,81963
9018,74191
81963,94428
33756,37207
50436,53267
90660,101404
452,7624
18388,98688
15162,70718
85467,101404
47113,54679
51237,102559
12039,47113
9018,58328
34828,78517
46528,49457
16014,18867
13029,66327
1789,7624
46365,67675
9018,36825
17470,34361
13752,80239
1372,19440
10583,99433
20164,90660
73538,98668
62898,97494
27707,81963
12896,47930
53267,71374
70292,100079
12896,33756
20789,88887
10583,90660
35419,85467
20444,58328
66759,84848
9772,21638
27839,103454
34194,71303
7873,102559
44327,58328
53267,91158
13029,79039
7849,34194
51237,53267
9018,61541
1401,33756
29807,58328
15039,29807
7624,10583
91352,102559
10583,93718
31819,44327
33756,73538
9458,71729
16194,32870
10612,85467
20164,82603
28634,50547
29807,36825
10512,90660
414,4346
74191,88887
51237,91352
16361,68862
44551,73538
32557,61541
12039,63974
38894,47930
13752,66759
1324,91352
452,9018
4650,9018
31819,36825
9018,36825
73538,90660
56569,74191
47930,50547
74191,88887
35419,53267
18867,19153
30439,47930
47930,53267
16014,78973
66759,67613
22876,101404
10583,38031
35419,70718
15162,35419
18867,20444
47930,100079
33367,79725
67675,70718
8002,46365
81963,84848
20164,85467
19153,47930
29807,38031
51234,81963
12452,47930
10583,67675
63990,73960
55236,97494
7716,35811
15039,36825
11368,50547
38031,99433
82247,93603
782,46365
85467,96177
12452,34361
13029,66327
18867,33146
73538,98668
20444,91947
32557,61541
20789,74191
10583,78517
36422,58328
53267,61934
22863,47930
61541,88887
10583,18867
9018,79446
63689,86736
19440,66240
42741,100079
15715,63689
414,3822
46365,74191
66759,85267
47930,102559
91158,96810
36383,54148
10583,20444
18867,34194
53267,56569
20677,85467
31777,102569
31819,44327
47930,90660
20164,70292
78517,91352
15039,100079
47930,73538
36825,58328
33756,90660
46365,58328
18867,99433
66759,83313
47930,51237
53267,102559
36383,81963
47930,91352
68102,93603
2741,74191
30313,58328
7624,88887
36383,95413
17470,56383
7624,20444
53267,70560
34828,53267
27707,94019
63990,73960
94019,97494
53267,83313
33756,91352
20789,61541
29807,70718
63974,98688
47113,50357
7873,99433
10583,72733
9018,58328
50918,63689
42843,55236
33653,81963
414,34006
10583,63689
9018,70718
26866,33367
52612,96625
43129,56268
33367,72733
6545,89023
64782,97494
9772,52774
7624,10583
16361,70718
12039,98688
53267,68875
52495,99904
61541,74191
20677,73745
23896,52381
33367,35419
4650,70718
26563,100801
63689,91352
13621,49651
68324,86371
60285,92817
36383,54148
