15039,61441
53267,58328
74191,75835
50436,53267
63974,101288
7624,9018
30251,66680
9772,33367
10583,52774
51237,83313
52774,53267
73745,77807
48992,81963
7624,74191
33367,53267
53267,62898
66327,100549
51237,68875
35419,47113
52495,99904
47113,47930
74191,99847
16194,55105
9018,75835
33367,72733
3584,58249
33756,47113
101357,103454
64421,96625
30251,61925
29807,55105
29807,55105
78517,96625
30251,101404
34006,67675
8002,29807
51237,52774
7624,9018
7624,88887
47113,85467
9018,16793
53267,96625
50357,72388
63974,73569
33146,64421
70718,96625
33146,34828
32306,53267
25740,74191
28634,30251
13029,70292
33367,86371
14944,30251
20677,63689
61934,91158
452,9018
33367,47728
63689,70292
81963,91158
18867,71374
18867,50436
46365,82715
33367,62898
13752,98995
16194,80001
47728,72733
16014,81963
47930,87445
12896,68131
58328,70718
32306,51237
47113,90660
68159,81963
414,46365
18388,98688
7873,52774
33756,77778
783,15715
1789,7624
13752,80239
59637,91158
9772,84870
20444,58328
9772,21638
78517,94019
7624,75835
9018,93603
32672,100079
33367,64421
33146,96625
29807,36825
7624,54549
51237,91352
44551,73538
38894,47930
13752,66759
50547,68131
31819,36825
56569,74191
81963,83313
10583,99433
47930,50547
9018,85467
56569,74191
22876,101404
9018,93603
10583,74191
33367,91158
18867,34828
33367,79725
20677,35419
12835,85467
20677,47930
26866,33367
48992,82715
29807,68324
58328,68324
51234,81963
12209,16194
7624,58328
82247,93603
9772,33367
73538,98668
36042,85467
12835,18867
34361,100079
33756,98668
20444,77807
15039,67675
42741,100079
15715,63689
9772,10583
18867,34194
91158,94019
74191,78269
31777,102569
31819,44327
47930,101404
73569,100549
20677,73745
9018,10132
46365,70718
20789,32557
1324,47930
31819,46365
46365,49457
6545,15715
7624,20444
16014,94019
26866,70292
15715,49459
47113,73538
7873,91352
10583,72733
50918,63689
10583,16194
56569,94019
20444,35227
68324,94019
7624,102678
36960,94019
42122,53267
20444,52774
33367,89567
7873,12835
74191,100079
29807,33146
16014,19153
49870,96076
1789,7624
30251,87445
58328,85467
37359,47930
20164,77807
2741,74191
414,16194
53267,70718
81963,86371
16361,68862
47113,58649
80346,93515
31819,70718
9018,37278
84848,94019
74191,94019
41263,47930
8002,20444
37207,47930
18867,33146
6545,63974
52317,85467
71303,97494
33246,70718
5450,11389
33367,47113
1324,20164
71303,75160
7624,54549
10583,33367
3822,74191
8002,33146
51234,94019
47930,63689
42843,94019
18867,71303
414,67675
10583,67675
20677,52381
47930,52381
94019,100079
56569,83313
68875,78517
33367,42122
47930,102559
62898,71374
16194,46365
47930,98668
1324,91352
414,78446
89567,91158
47930,73569
53267,82603
85093,87011
33756,35855
9772,78973
37278,96625
378,103532
47113,72388
96076,101404
16194,29807
6545,15715
7624,72733
33756,68824
30251,87445
52774,85467
8002,72733
13029,20164
37177,99245
78269,85467
47113,68875
74191,87234
33146,100079
58328,91947
18867,52774
16194,74191
81963,101404
12039,47113
9018,58328
20444,62898
61541,74191
67675,68324
63689,77807
82715,96625
7624,72733
27839,103454
33756,101404
53267,91158
51237,53267
1401,33756
414,83057
13029,101404
10583,93718
33756,73538
10612,85467
81459,94019
47930,100549
53267,78517
20444,74191
33756,100549
38393,47113
30722,47930
7873,52774
9018,61541
75289,79725
51237,101404
16014,53267
47930,63689
66759,67613
10583,38031
58328,88887
47930,100079
8002,46365
11368,74357
19153,100079
47930,75289
63990,73960
33756,50357
9018,68102
47113,100549
782,46365
12452,34361
58328,96625
16194,78517
22863,47930
51237,78517
63689,86736
47930,64421
1324,90660
36383,54148
13926,69097
47930,78973
71303,97494
32870,55105
47930,50357
20789,61541
36383,81963
30251,47930
9772,44232
18867,82603
29807,70718
12039,101288
64421,70718
74191,78517
414,34006
47930,63974
15715,66327
20444,68875
9772,52774
16361,70718
4650,70718
13621,49651
23896,47930
53267,74191
51237,56569
489,32557
18867,30059
31819,46365
18867,78517
20444,30059
70718,74191
18867,62898
7624,102678
53267,79725
36825,53267
33756,73569
16508,98295
78517,100079
47930,68131
36825,70292
36825,70718
35419,47930
16014,56569
82715,84062
7624,61541
31819,79446
33756,47930
49617,53267
53267,100079
9772,30396
20444,67675
1324,47113
10583,33367
