15039,29807
8002,20444
53267,78517
13752,100079
33756,73569
58328,61877
52774,68875
66759,83080
29807,34006
27707,74191
74191,75835
51237,83313
20164,77807
33246,70718
10583,67675
29807,67675
782,46365
19819,50547
20789,38299
50357,72388
7624,96177
10583,52774
414,46365
54720,68875
10583,90660
74191,78269
33367,64421
33367,79725
63689,66310
91352,99433
21638,29807
70718,96625
18867,34828
29807,68324
15039,67675
29807,70718
32870,55105
6545,63974
9018,75835
50547,68131
31819,46365
47930,100549
38393,47113
22863,47930
20444,68875
414,15039
18693,40860
29807,57355
18867,20444
14667,37177
17470,42741
3584,58249
27707,81963
81963,96625
489,32557
47113,64256
10583,18867
70718,74191
15039,82715
33246,58328
51237,52774
6545,15715
33756,98688
32870,55105
18867,82603
78517,91158
16361,70718
4650,70718
38031,99433
18867,33146
9772,42741
47113,68345
30130,81963
32306,53267
37177,47195
62898,78517
9018,93603
80346,93515
16194,46365
53267,91158
53267,100079
10583,15039
7624,35419
46365,74191
74191,81963
77399,90660
47728,72733
33367,65240
1372,19440
53267,70718
34006,81963
70292,94019
75289,79725
18867,62898
9772,34194
19153,47930
18867,64421
11108,29807
20677,73745
71303,97494
30251,50547
33756,47930
36825,66310
15039,55105
53267,77807
51234,100079
17098,92295
47113,58649
34006,67675
2741,74191
9772,30396
36383,37177
44327,70718
53267,96625
7873,18867
9772,97494
30251,96076
74191,94019
47930,73569
378,103532
61541,74191
7624,72733
29807,46365
16194,18867
9772,53267
1324,47113
4650,9018
58328,74191
47930,90660
15039,61441
73745,77807
47113,85467
28634,30251
96076,101404
33756,50547
50459,60183
10233,47113
9772,100079
78269,101404
18867,51237
67675,70718
9772,53267
10233,100549
81459,97494
14944,30251
20677,63689
18867,34194
56569,94019
7873,12835
414,78446
61055,91352
47930,93451
14779,69562
9772,30059
18867,47930
26563,100801
41263,47930
47113,72388
7624,102678
2826,70718
15039,61877
81459,94019
17470,90660
64421,70718
81963,90297
78005,97494
33146,94055
73282,85467
16014,18867
64782,97494
12039,98688
58328,67675
33756,98668
47930,53267
35419,70718
7716,35811
38031,85467
47930,78030
47930,91158
46365,70718
20444,54720
414,68324
7624,74191
51237,68875
44551,73538
63990,73960
63689,86736
94019,97494
34194,97494
32306,78973
43129,56268
35419,47113
12835,18867
58328,78269
28512,91947
12039,33756
53267,93451
33756,67877
13029,77807
32306,47930
9018,88887
66759,98995
30251,47930
33367,53267
33367,91158
6545,15715
63974,73569
15715,66327
64421,78517
47930,91352
38031,80001
33367,79725
16014,53267
10583,33367
70292,85467
27707,94019
74191,92164
20444,74191
33756,47113
29807,55105
96810,100079
58328,70718
9772,84870
10583,16194
33756,35855
17470,91158
36825,91532
33756,100549
36383,47195
81963,83313
2741,81963
15039,33367
33756,89493
54720,63974
52495,99904
33146,96625
10583,72733
73569,100549
12896,33756
20444,62898
31819,46365
64421,67675
47930,63260
58328,92030
37359,68131
22983,63689
44551,63689
47930,82183
70718,92030
1401,33756
33756,68345
1324,63689
783,15715
9772,33367
55105,67675
2741,74191
13029,20164
47113,100549
13621,49651
15162,70718
16014,78517
47930,77807
33367,72733
54720,89493
16194,34828
9018,10132
31777,102569
66759,84848
5353,42741
25621,96076
6545,89023
15039,72733
18867,71303
81963,96625
37166,100951
1324,91352
33146,64421
68862,70718
30525,55033
33382,68324
452,9018
81963,84597
53267,58328
7624,75835
12896,47113
63689,70292
30251,33756
51237,68875
37359,91158
18867,94019
31819,70718
78517,100079
47113,73538
33756,35419
33756,63974
7873,20444
43039,53267
33367,75289
46937,47930
53267,90297
35419,81963
34361,100079
94019,100079
32306,53267
33756,50357
38703,47113
414,44623
15039,64421
47113,98668
33367,47930
33367,67675
74191,99847
38299,81963
59637,91158
30251,32306
22876,101404
30251,72380
7091,47930
36825,79446
7624,70718
52612,96625
2741,58328
73569,90660
6545,17470
20677,35419
10583,99433
78973,91158
30251,47113
