15039,46365
8296,72380
86371,91580
53267,78517
47930,78973
33756,68131
73057,100977
35419,53267
81963,86371
29807,67675
70718,89023
8002,72733
782,46365
51237,56569
37359,47930
34006,94019
62898,71374
414,4346
18867,30059
63689,91352
53267,85467
53267,86371
20444,68875
47930,75289
18867,20444
20444,81963
9018,18382
9549,81963
63689,73538
68875,90660
30251,49459
51237,52774
74191,87234
97494,100079
78517,91158
35419,47930
8002,72733
29807,58328
15039,100079
34194,86157
81963,82715
74191,81963
33756,75899
15039,33146
20789,74191
10512,90660
18867,99433
26563,47113
62898,85467
24208,44469
74191,94019
378,103532
85467,91158
68875,90660
18867,42843
47930,90660
15039,61441
3822,74191
29807,30313
9772,100079
18867,51237
18867,34194
68102,93603
53267,72733
47930,68131
49459,74624
31777,73538
53267,71374
12896,68131
18867,78973
8002,18867
7873,71374
7624,70292
22983,63689
74875,79321
31819,44327
15039,96625
42843,97494
56952,82715
47930,98668
35419,85467
7624,9018
81963,83313
53267,93451
13029,77807
16194,97494
46365,81963
70718,89023
15715,66327
50547,96076
46365,67675
18867,81963
16014,53267
38299,74191
53267,81963
58328,87449
37359,90660
36825,91532
82715,83057
16194,55105
82715,86232
51237,78973
17470,97919
18867,75160
19153,47930
52495,99904
18481,74191
66759,83313
20444,62898
20444,74191
31819,46365
44551,63689
7624,61541
47930,96076
70718,92030
81963,86232
414,83057
16014,78517
20789,38299
66759,81963
36042,70292
18867,71303
33367,62898
35811,41263
33382,68324
74191,88887
47113,50357
48671,95405
80239,81963
4346,74191
8002,53267
47930,83313
18867,51237
452,7624
37207,47930
9772,52774
12452,47930
7873,20444
20444,91947
7873,9772
71303,75160
46528,49457
94019,100079
414,84062
9018,61541
9772,78973
36383,54148
33756,73569
20444,67675
35419,91158
8002,29807
13752,98995
35419,70718
16014,19153
6545,63974
7624,85467
50357,72388
54720,68875
33367,79725
63689,66310
51237,85467
28512,58328
18867,71303
68131,100549
17470,34361
18693,40860
18481,46365
86371,100079
20444,85467
47113,64256
10583,18867
16014,56569
15039,82715
18867,85467
33367,84088
73538,73745
6545,15715
38031,99433
16194,38031
16194,46365
53267,100079
46365,74191
18388,74896
77399,90660
7873,33367
18867,42122
38703,81963
82715,84062
33756,47930
47113,63974
20789,32557
34006,67675
8002,35419
8002,67675
44327,70718
33367,100079
9549,46365
18867,71374
47930,54720
58328,74191
28634,30251
66759,85267
63689,73538
74191,97494
85467,96177
36042,85467
18867,78973
50436,102559
101357,103454
47930,80239
29807,61877
74191,100079
47930,73569
47930,68875
5353,30130
33146,53267
47930,81963
35419,37207
49459,87445
63974,96076
61934,100079
43039,81963
17470,56383
47930,78517
81963,90297
29807,55105
30251,101404
20164,85467
47113,75632
20029,94428
33367,99433
38031,85467
34194,71303
63974,90660
33146,50436
32306,51237
91158,100079
8002,85467
63689,77807
32306,78973
6877,36383
15039,33367
58328,78269
11738,25621
10612,85467
15039,53267
6877,36383
7873,62898
8002,46365
25621,49459
50459,60183
33146,34828
46365,58328
51237,101404
68875,85467
83313,100079
7873,18867
13752,80239
33146,96625
52774,102559
47930,63260
33756,36383
33756,68345
9772,33367
18867,53267
47113,81870
13029,63689
83313,101404
33146,47930
7873,79226
6545,89023
55105,67675
24950,66327
8002,15039
86371,94019
489,32557
90660,96177
31819,70718
62898,71374
33756,35419
7873,52774
18867,78517
51237,70560
78517,81963
53267,90297
35419,81963
6545,97919
91158,94019
33382,51234
509,102069
12452,96810
81459,94019
20677,66327
30251,72380
2741,58328
52432,53267
6545,17470
7624,10583
